樣本編號,性別,年齡,地區代碼,教育程度,是否完成學業,每日閱讀報紙分鐘,每日看電視分鐘,每日使用網路分鐘,每週閱讀雜誌分鐘,臺灣經濟滿意度,政府施政滿意度,民主運作滿意度,收入足夠日常開支,整體生活滿意度,健康滿意度,朋友關係滿意度,工作滿意度,近期快樂程度,自評健康,覺得生活沒有希望,家庭月收入,低生活滿意度,抽樣權數
328204,Male,19,2,"Institute of technology, science and technological college (continue with 6a2)","No, I am still a student",0,60,360,0,Not applicable,Not applicable,Not applicable,A little more than enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty satisfied,Fairly happy,Excellent,Same as usual,"NT$90,000 - NT$99,999",0,1.19733614412157
330235,Male,20,2,College (continue with 6a2),"No, I am still a student",0,60,120,120,Fairly satisfied,Fairly dissatisfied,Fairly dissatisfied,A little more than enough,Fairly satisfied,Pretty satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Good,Not at all,"NT$100,000 - NT$109,999",0,0.913969886054424
333115,Male,19,2,Junior high school,"No, I didn't graduate",0,0,270,0,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Same as usual,"NT$110,000 - NT$119,999",0,1.07760626558301
333130,Male,23,2,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,120,300,0,Not applicable,Not applicable,Not applicable,Much less than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Very good,Same as usual,"NT$150,000 - NT$159,999",0,1.07760626558301
333208,Male,24,2,College (continue with 6a2),Not applicable,0,0,360,0,Not applicable,Not applicable,Not applicable,Much more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Pretty dissatisfied,Fairly unhappy,Good,Same as usual,Don't know,0,1.07760626558301
333215,Male,22,2,College (continue with 6a2),Not applicable,NA,180,150,0,Fairly dissatisfied,Very dissatisfied,Fairly dissatisfied,Just enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Fair,Same as usual,"NT$60,000 - NT$69,999",0,1.07760626558301
333217,Female,22,2,"Institute of technology, science and technological college (continue with 6a2)",Not applicable,0,60,180,0,Fairly dissatisfied,Very dissatisfied,Very dissatisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,A bit more than usual,"NT$90,000 - NT$99,999",0,1.07760626558301
360105,Male,19,2,"Institute of technology, science and technological college (continue with 6a2)",Not applicable,0,0,210,0,Fairly satisfied,Fairly satisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Same as usual,"NT$80,000 - NT$89,999",0,1.11236804353596
360119,Female,22,2,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",0,60,360,0,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Fairly happy,Fair,Not at all,"NT$60,000 - NT$69,999",0,1.11236804353596
360203,Female,19,2,Vocational senior high school (continue with 6a1),"Yes, I graduated",5,210,300,0,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,Fairly satisfied,Fairly happy,Good,Not at all,"NT$70,000 - NT$79,999",0,1.11236804353596
360204,Male,24,2,College (continue with 6a2),"No, I didn't graduate",0,180,180,0,Not applicable,Not applicable,Not applicable,Much more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Pretty satisfied,Fairly happy,Good,Not at all,"NT$180,000 - NT$189,999",0,1.11236804353596
360224,Male,19,2,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,360,360,0,Not applicable,Not applicable,Not applicable,A little more than enough,Pretty satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,"NT$140,000 - NT$149,999",0,1.11236804353596
360227,Male,24,2,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,120,300,0,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,A little more than enough,Fairly dissatisfied,Fairly satisfied,Pretty satisfied,Fairly satisfied,Fairly happy,Very good,Not at all,"NT$80,000 - NT$89,999",1,1.11236804353596
364109,Male,23,2,Junior high school,"Yes, I graduated",10,30,270,180,Fairly satisfied,Fairly dissatisfied,Fairly dissatisfied,Just enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Pretty happy,Good,Not at all,Don't know,0,1.09755824872901
364119,Female,19,2,Five-year junior college,"No, I didn't graduate",0,60,120,0,Fairly dissatisfied,Fairly dissatisfied,Very satisfied,Much more than enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,Pretty satisfied,Pretty happy,Fair,Not at all,"NT$90,000 - NT$99,999",0,1.09755824872901
402103,Female,19,3,College (continue with 6a2),Not applicable,0,120,300,0,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,Much more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,"NT$150,000 - NT$159,999",0,0.90162524437804
402120,Male,19,3,College (continue with 6a2),"No, I am still a student",0,0,120,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly dissatisfied,Fairly dissatisfied,Pretty satisfied,Pretty dissatisfied,Fairly happy,Fair,Not at all,"NT$70,000 - NT$79,999",1,0.90162524437804
402227,Male,23,3,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,30,180,0,Very dissatisfied,Very dissatisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,Fairly satisfied,Fairly happy,Very good,Not at all,"NT$90,000 - NT$99,999",0,0.90162524437804
406130,Male,24,3,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,30,120,30,Not applicable,Not applicable,Not applicable,Just enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Not at all,Don't know,0,0.874303131080825
406215,Female,23,3,Master's degree (continue with 6a2),"Yes, I graduated",0,0,360,60,Very dissatisfied,Very dissatisfied,Fairly dissatisfied,Just enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,Fairly satisfied,Fairly happy,Fair,Same as usual,"NT$150,000 - NT$159,999",0,0.874303131080825
407106,Male,23,3,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",20,480,480,360,Not applicable,Not applicable,Not applicable,Much less than enough,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Good,More than usual,"NT$150,000 - NT$159,999",1,0.90162524437804
407209,Female,19,3,College (continue with 6a2),Not applicable,0,0,180,60,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Good,Not at all,"NT$90,000 - NT$99,999",0,0.90162524437804
407212,Female,21,3,Military/police college_duplicated_17,"No, I am still a student",0,180,300,30,Not applicable,Not applicable,Not applicable,Don't know,Pretty satisfied,Fairly satisfied,Pretty satisfied,I am currently unemployed,Pretty happy,Good,Not at all,"NT$100,000 - NT$109,999",0,0.90162524437804
412121,Male,24,3,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,15,240,0,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Much more than enough,Pretty satisfied,Fairly satisfied,Pretty satisfied,Fairly satisfied,Fairly happy,Good,Not at all,"NT$100,000 - NT$109,999",0,1.06133094861926
412213,Female,24,3,College (continue with 6a2),"Yes, I graduated",20,120,420,0,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,Much less than enough,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Poor,Not at all,"NT$80,000 - NT$89,999",1,1.06133094861926
412218,Female,20,3,College (continue with 6a2),"No, I am still a student",0,150,360,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,"NT$40,000 - NT$49,999",0,1.06133094861926
412226,Female,23,3,Master's degree (continue with 6a2),"No, I am still a student",0,10,180,60,Not applicable,Not applicable,Not applicable,A little less than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Good,Not at all,"NT$60,000 - NT$69,999",0,1.06133094861926
413125,Female,22,3,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",0,60,240,0,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Pretty satisfied,Pretty satisfied,I am currently unemployed,Pretty happy,Excellent,Not at all,"NT$50,000 - NT$59,999",0,1.21865686962265
413222,Male,21,3,Two-year junior college,"No, I am still a student",60,10,60,60,Not applicable,Not applicable,Not applicable,Just enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Very good,Not at all,Don't know,0,1.21865686962265
414211,Male,23,3,"Institute of technology, science and technological college (continue with 6a2)","No, I didn't graduate",30,60,300,0,Very dissatisfied,Very dissatisfied,Very satisfied,Much less than enough,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Pretty unhappy,Poor,Same as usual,"NT$50,000 - NT$59,999",1,1.02595325020247
433103,Male,22,3,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,0,120,0,Fairly satisfied,Fairly satisfied,Fairly satisfied,A little more than enough,Pretty satisfied,Fairly satisfied,Pretty satisfied,Pretty satisfied,Pretty happy,Good,Not at all,Don't know,0,1.06133094861926
433112,Female,20,3,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,60,90,0,Not applicable,Not applicable,Not applicable,Just enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Not at all,Don't know,0,1.06133094861926
433117,Female,22,3,"Institute of technology, science and technological college (continue with 6a2)","No, I didn't graduate",0,0,60,0,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Just enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Pretty satisfied,Fairly happy,Good,Not at all,"NT$50,000 - NT$59,999",0,1.06133094861926
433215,Female,22,3,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",0,120,60,0,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Pretty dissatisfied,Fairly happy,Poor,Not at all,"NT$60,000 - NT$69,999",0,1.06133094861926
433218,Male,23,3,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",20,120,180,20,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Same as usual,Don't know,0,1.06133094861926
437105,Female,22,3,"Institute of technology, science and technological college (continue with 6a2)",Not applicable,10,120,360,20,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,A little more than enough,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Same as usual,"NT$80,000 - NT$89,999",1,1.21865686962265
437202,Male,23,3,College (continue with 6a2),"No, I am still a student",10,240,180,60,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly unhappy,Good,Same as usual,Don't know,0,1.21865686962265
437205,Female,23,3,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",30,120,480,30,Fairly satisfied,Fairly satisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly dissatisfied,Fairly happy,Good,Same as usual,Don't know,0,1.21865686962265
437206,Male,24,3,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",0,60,330,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Good,Same as usual,Don't know,0,1.21865686962265
437207,Female,23,3,Senior high school (continue with 6a1),"No, I didn't graduate",30,600,600,30,Fairly dissatisfied,Very dissatisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly dissatisfied,Pretty satisfied,Fairly dissatisfied,Fairly happy,Poor,Same as usual,"NT$120,000 - NT$129,999",0,1.21865686962265
437213,Male,22,3,"Institute of technology, science and technological college (continue with 6a2)","No, I am still a student",60,60,300,30,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,A little more than enough,Pretty satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Fair,Same as usual,Don't know,0,1.21865686962265
437221,Male,21,3,College (continue with 6a2),"No, I am still a student",10,60,150,0,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,A little more than enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,I am currently unemployed,Pretty happy,Excellent,Same as usual,"NT$100,000 - NT$109,999",0,1.21865686962265
503118,Male,19,3,"Institute of technology, science and technological college (continue with 6a2)","No, I am still a student",0,0,180,0,Not applicable,Not applicable,Not applicable,Just enough,Pretty satisfied,Fairly dissatisfied,Pretty satisfied,I am currently unemployed,Pretty happy,Good,Not at all,Don't know,0,1.21865686962265
503124,Female,23,3,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",0,180,120,0,Not applicable,Not applicable,Not applicable,Just enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty happy,Excellent,A bit more than usual,Don't know,0,1.21865686962265
503125,Male,23,3,Vocational senior high school (continue with 6a1),"No, I am still a student",0,0,540,0,Very dissatisfied,No comment,No comment,A little more than enough,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Fairly dissatisfied,Fairly unhappy,Poor,Not at all,Don't know,1,1.21865686962265
503215,Male,23,3,College (continue with 6a2),"Yes, I graduated",0,120,480,0,Fairly satisfied,Fairly satisfied,Fairly satisfied,Just enough,Pretty satisfied,Fairly dissatisfied,Pretty satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,Don't know,0,1.21865686962265
510219,Male,21,3,College (continue with 6a2),"No, I am still a student",20,20,120,0,Very dissatisfied,Very dissatisfied,Fairly dissatisfied,Much more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,Don't know,0,1.02595325020247
523103,Male,21,3,College (continue with 6a2),Not applicable,30,120,240,120,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Good,Not at all,"NT$90,000 - NT$99,999",0,1.21865686962265
523105,Male,19,3,Senior high school (continue with 6a1),"Yes, I graduated",0,300,300,0,Fairly satisfied,Fairly satisfied,Very satisfied,Just enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Poor,Same as usual,"NT$20,000 - NT$29,999",0,1.21865686962265
523116,Male,22,3,College (continue with 6a2),Not applicable,0,0,120,0,Not applicable,Not applicable,Not applicable,Just enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Good,Same as usual,Refuse,0,1.21865686962265
523117,Male,22,3,Vocational senior high school (continue with 6a1),"No, I didn't graduate",0,60,180,0,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Much more than enough,Fairly satisfied,Pretty satisfied,Pretty satisfied,Fairly satisfied,Fairly happy,Excellent,Not at all,"NT$80,000 - NT$89,999",0,1.21865686962265
523201,Male,22,3,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,90,90,0,Fairly satisfied,Fairly satisfied,Fairly dissatisfied,Just enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Not at all,"NT$100,000 - NT$109,999",0,1.21865686962265
523222,Female,22,3,"Institute of technology, science and technological college (continue with 6a2)",Not applicable,0,60,180,0,Not applicable,Not applicable,Not applicable,Just enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Poor,Same as usual,Don't know,0,1.21865686962265
526101,Female,24,3,College (continue with 6a2),"Yes, I graduated",0,270,360,90,Very dissatisfied,Very dissatisfied,Don't know,A little less than enough,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Fairly dissatisfied,Fairly unhappy,Fair,Same as usual,Don't know,1,1.24317202003123
551202,Female,19,3,Don't know,Not applicable,0,0,0,0,Not applicable,Not applicable,Not applicable,Just enough,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Fairly dissatisfied,Fairly unhappy,Poor,A bit more than usual,Refuse,1,1.24317202003123
600105,Male,21,4,College (continue with 6a2),"No, I am still a student",30,0,240,600,Fairly dissatisfied,Fairly dissatisfied,Very satisfied,Much less than enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,I am currently unemployed,Pretty happy,Fair,Not at all,"NT$1 - NT$9,999",0,1.16763824576469
600111,Male,23,4,Junior high school,"Yes, I graduated",0,0,720,0,Very dissatisfied,Fairly dissatisfied,Don't know,A little less than enough,Fairly satisfied,Pretty satisfied,Pretty satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,"NT$10,000 - NT$19,999",0,1.16763824576469
600121,Female,20,4,College (continue with 6a2),"No, I am still a student",0,180,240,0,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,A little more than enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,I am currently unemployed,Pretty happy,Excellent,Not at all,"NT$130,000 - NT$139,999",0,1.16763824576469
600219,Female,23,4,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",10,60,480,120,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,A little more than enough,Fairly satisfied,Pretty satisfied,Fairly satisfied,Pretty satisfied,Pretty happy,Excellent,Not at all,"NT$200,000 - NT$299,999",0,1.16763824576469
604206,Female,24,4,Master's degree (continue with 6a2),"Yes, I graduated",0,5,180,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Pretty dissatisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Poor,Not at all,"NT$400,000 - NT$499,999",0,1.11504673744942
621222,Female,23,4,Comprehensive senior high school (continue with 6a1),"Yes, I graduated",0,120,240,0,Not applicable,Not applicable,Not applicable,Just enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,A bit more than usual,"NT$20,000 - NT$29,999",0,1.26494119020799
651111,Male,19,4,Junior high school,"Yes, I graduated",0,180,240,0,Fairly satisfied,Very satisfied,Fairly satisfied,A little more than enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,I am currently unemployed,Pretty happy,Excellent,Not at all,"NT$30,000 - NT$39,999",0,1.07044521771677
651122,Male,19,4,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,120,300,0,Not applicable,Not applicable,Not applicable,A little more than enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,Fairly satisfied,Pretty happy,Excellent,Not at all,"NT$40,000 - NT$49,999",0,1.07044521771677
651202,Female,23,4,College (continue with 6a2),"Yes, I graduated",0,60,210,0,Not applicable,Not applicable,Not applicable,A little less than enough,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Same as usual,"NT$30,000 - NT$39,999",1,1.07044521771677
651219,Male,24,4,Vocational senior high school (continue with 6a1),"Yes, I graduated",30,30,120,0,Fairly satisfied,Fairly satisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly dissatisfied,Fairly unhappy,Very good,Not at all,"NT$90,000 - NT$99,999",0,1.07044521771677
653106,Female,21,4,College (continue with 6a2),"No, I didn't graduate",0,0,300,120,Not applicable,Not applicable,Not applicable,Just enough,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,A bit more than usual,Don't know,1,1.11504673744942
653116,Female,19,4,College (continue with 6a2),"No, I didn't graduate",0,120,330,0,Not applicable,Not applicable,Not applicable,Just enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Not at all,Don't know,0,1.11504673744942
653206,Female,24,4,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",0,330,600,840,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Poor,Same as usual,Don't know,0,1.11504673744942
653218,Male,20,4,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,0,390,0,Not applicable,Not applicable,Not applicable,Just enough,Fairly satisfied,Pretty satisfied,Fairly dissatisfied,Fairly dissatisfied,Fairly happy,Fair,Not at all,"NT$30,000 - NT$39,999",0,1.11504673744942
701109,Female,24,4,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",0,180,420,10,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,Fairly satisfied,Fairly happy,Fair,Same as usual,"NT$30,000 - NT$39,999",0,1.16223124828666
701112,Male,22,4,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",10,120,120,0,Not applicable,Not applicable,Not applicable,Much less than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,"NT$50,000 - NT$59,999",0,1.16223124828666
702103,Female,20,4,College (continue with 6a2),"No, I am still a student",0,60,120,0,Fairly satisfied,Fairly satisfied,Fairly satisfied,Just enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Pretty happy,Fair,Not at all,"NT$40,000 - NT$49,999",0,1.16763824576469
702209,Female,22,4,Two-year junior college,"No, I didn't graduate",0,90,90,90,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Just enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Pretty happy,Fair,Not at all,"NT$70,000 - NT$79,999",0,1.16763824576469
709112,Female,24,4,Master's degree (continue with 6a2),"Yes, I graduated",0,120,780,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,Fairly satisfied,Pretty happy,Good,Not at all,"NT$110,000 - NT$119,999",0,1.25908361057793
709203,Male,20,4,College (continue with 6a2),Not applicable,0,60,240,180,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,Much more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Good,Not at all,Don't know,0,1.25908361057793
717109,Female,24,4,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",0,210,120,0,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Very good,Not at all,"NT$140,000 - NT$149,999",0,1.16223124828666
717121,Female,21,4,"Institute of technology, science and technological college (continue with 6a2)","No, I am still a student",0,60,360,90,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,Much more than enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,"NT$200,000 - NT$299,999",0,1.16223124828666
717211,Male,22,4,"Institute of technology, science and technological college (continue with 6a2)","No, I am still a student",0,150,300,0,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Not at all,Don't know,0,1.16223124828666
722212,Male,22,4,Vocational senior high school (continue with 6a1),"Yes, I graduated",60,30,300,120,Not applicable,Not applicable,Not applicable,Much more than enough,Pretty satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Very good,Same as usual,Don't know,0,1.16763824576469
722219,Male,19,4,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,30,150,0,Very satisfied,Very satisfied,Very satisfied,Much more than enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty happy,Excellent,Same as usual,Don't know,0,1.16763824576469
722221,Female,19,4,Five-year junior college,"No, I am still a student",0,90,360,0,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,A little more than enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty happy,Good,Not at all,"NT$140,000 - NT$149,999",0,1.16763824576469
801116,Female,24,5,Five-year junior college,"Yes, I graduated",0,30,240,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Poor,Not at all,Don't know,0,0.991617947824746
801121,Male,20,5,College (continue with 6a2),Not applicable,30,90,180,20,Fairly satisfied,Fairly satisfied,Very satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Good,Not at all,Don't know,0,0.991617947824746
811109,Female,19,5,Five-year junior college,"No, I am still a student",0,30,180,60,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Just enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,Fairly satisfied,Pretty happy,Very good,Not at all,Don't know,0,1.01626792045268
811117,Male,19,5,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,50,360,5,Fairly dissatisfied,Fairly dissatisfied,Very dissatisfied,A little less than enough,Fairly dissatisfied,Fairly satisfied,Pretty satisfied,Fairly satisfied,Fairly happy,Fair,Not at all,Don't know,1,1.01626792045268
811129,Male,19,5,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,90,300,0,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Just enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,Refuse,0,1.01626792045268
811131,Female,20,5,"Institute of technology, science and technological college (continue with 6a2)","No, I am still a student",5,30,180,0,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,Don't know,0,1.01626792045268
811216,Male,20,5,"Institute of technology, science and technological college (continue with 6a2)",Not applicable,15,60,120,0,Not applicable,Not applicable,Not applicable,Just enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Poor,A bit more than usual,"NT$130,000 - NT$139,999",0,1.01626792045268
813101,Female,19,5,College (continue with 6a2),Not applicable,0,30,300,0,Fairly satisfied,Fairly satisfied,Fairly dissatisfied,Just enough,Fairly satisfied,Pretty satisfied,Pretty satisfied,I am currently unemployed,Fairly happy,Very good,Not at all,"NT$50,000 - NT$59,999",0,1.04670777851405
813106,Female,24,5,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",0,120,120,0,Not applicable,Not applicable,Not applicable,A little more than enough,Pretty satisfied,Fairly satisfied,Pretty satisfied,Pretty satisfied,Pretty happy,Very good,Not at all,"NT$60,000 - NT$69,999",0,1.04670777851405
813136,Female,21,5,College (continue with 6a2),Not applicable,0,30,180,120,Not applicable,Not applicable,Not applicable,A little less than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly dissatisfied,Fairly happy,Good,Not at all,"NT$20,000 - NT$29,999",0,1.04670777851405
813212,Male,23,5,Master's degree (continue with 6a2),"No, I am still a student",20,20,360,60,Not applicable,Not applicable,Not applicable,A little less than enough,Pretty satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Very good,Not at all,"NT$120,000 - NT$129,999",0,1.04670777851405
